Rating,Name,URL
208,绒绒雪#Niko,/ru/summoner/kr/%E7%BB%92%E7%BB%92%E9%9B%AA-Niko
209,Labdázócica43#CBK,/ru/summoner/eune/Labd%C3%A1z%C3%B3cica43-CBK
210,HoYin#0322,/ru/summoner/tw/HoYin-0322
211,danhchohieuvande#2001,/ru/summoner/me/danhchohieuvande-2001
212,Loresto#001,/ru/summoner/las/Loresto-001
213,zyp hanfu24#zypp,/ru/summoner/kr/zyp+hanfu24-zypp
214,MultiMatum#Covet,/ru/summoner/eune/MultiMatum-Covet
215,DRX Frog#0630,/ru/summoner/kr/DRX+Frog-0630
216,shuizhongyue#jojo,/ru/summoner/kr/shuizhongyue-jojo
217,clear#zxc,/ru/summoner/kr/clear-zxc
218,Joinze#EUW,/ru/summoner/euw/Joinze-EUW
219,ocsaV#EUW,/ru/summoner/euw/ocsaV-EUW
220,Xunxunmimi#20110,/ru/summoner/kr/Xunxunmimi-20110
221,LE3#WZS,/ru/summoner/tw/LE3-WZS
222,Kataude#uwu,/ru/summoner/lan/Kataude-uwu
223,Igris#rago,/ru/summoner/euw/Igris-rago
224,Awan#0925,/ru/summoner/jp/Awan-0925
225,Defy#Rosé,/ru/summoner/las/Defy-Ros%C3%A9
226,LoveTheWayItHurt#333,/ru/summoner/euw/LoveTheWayItHurt-333
227,Duckzuru#EZEZ,/ru/summoner/euw/Duckzuru-EZEZ
228,Cinnamon Bread#NA1,/ru/summoner/na/Cinnamon+Bread-NA1
229,Sangchu#321,/ru/summoner/kr/Sangchu-321
230,Zac#KR1,/ru/summoner/kr/Zac-KR1
231,Sheiden#0001,/ru/summoner/na/Sheiden-0001
232,라면물조절장인#PRO,/ru/summoner/kr/%EB%9D%BC%EB%A9%B4%EB%AC%BC%EC%A1%B0%EC%A0%88%EC%9E%A5%EC%9D%B8-PRO
233,동냥아치#dspl,/ru/summoner/kr/%EB%8F%99%EB%83%A5%EC%95%84%EC%B9%98-dspl
234,xqingyyds#KR1,/ru/summoner/kr/xqingyyds-KR1
235,Miraaa#1112,/ru/summoner/vn/Miraaa-1112
236,AsukaKurashina#Jinx,/ru/summoner/kr/AsukaKurashina-Jinx
237,GL00MY#Main,/ru/summoner/eune/GL00MY-Main
238,Sawako#DRX,/ru/summoner/kr/Sawako-DRX
239,ΠΑΣΟΚΟΣ#EUW,/ru/summoner/euw/%CE%A0%CE%91%CE%A3%CE%9F%CE%9A%CE%9F%CE%A3-EUW
240,Haru#0603,/ru/summoner/kr/Haru-0603
241,철 수#KR4,/ru/summoner/kr/%EC%B2%A0+%EC%88%98-KR4
242,Chrissy#Best,/ru/summoner/tw/Chrissy-Best
243,Yozu#sushi,/ru/summoner/euw/Yozu-sushi
244,chongxinlaiguo#TAT,/ru/summoner/kr/chongxinlaiguo-TAT
245,Pizzafutár#EUNE,/ru/summoner/eune/Pizzafut%C3%A1r-EUNE
246,제우스팀 제리#KR2,/ru/summoner/kr/%EC%A0%9C%EC%9A%B0%EC%8A%A4%ED%8C%80+%EC%A0%9C%EB%A6%AC-KR2
247,厚米PW 09#64607,/ru/summoner/euw/%E5%8E%9A%E7%B1%B3PW+09-64607
248,emyri#cute,/ru/summoner/vn/emyri-cute
249,M7 Ghost#lll,/ru/summoner/na/M7+Ghost-lll
250,鈴木羽那#IMAS,/ru/summoner/kr/%E9%88%B4%E6%9C%A8%E7%BE%BD%E9%82%A3-IMAS
251,MIDKING#0303,/ru/summoner/euw/MIDKING-0303
252,민 재#555,/ru/summoner/kr/%EB%AF%BC+%EC%9E%AC-555
253,再 见#zzz,/ru/summoner/na/%E5%86%8D+%E8%A7%81-zzz
254,Denathrius#00001,/ru/summoner/tr/Denathrius-00001
255,The Qiaang#The,/ru/summoner/euw/The+Qiaang-The
256,14小孩幻想赢对线#4453,/ru/summoner/kr/14%E5%B0%8F%E5%AD%A9%E5%B9%BB%E6%83%B3%E8%B5%A2%E5%AF%B9%E7%BA%BF-4453
257,Samikin#uwu,/ru/summoner/na/Samikin-uwu
258,gdfsfs#KR1,/ru/summoner/kr/gdfsfs-KR1
259,i miss you#9992,/ru/summoner/tw/i+miss+you-9992
260,Ø N I#Ø N I,/ru/summoner/th/%C3%98+N+I-%C3%98+N+I
261,Chendar#EUW,/ru/summoner/euw/Chendar-EUW
262,Voeplil0#EUW,/ru/summoner/euw/Voeplil0-EUW
263,Slayer#0618,/ru/summoner/kr/Slayer-0618
264,Richard Parker#314,/ru/summoner/euw/Richard+Parker-314
265,say my name#0216,/ru/summoner/kr/say+my+name-0216
266,LIYIFENG#CN1,/ru/summoner/kr/LIYIFENG-CN1
267,롤스타팀 원딜#0040,/ru/summoner/kr/%EB%A1%A4%EC%8A%A4%ED%83%80%ED%8C%80+%EC%9B%90%EB%94%9C-0040
268,ASTROBOY99#NA1,/ru/summoner/na/ASTROBOY99-NA1
269,JaeYounge2#KR1,/ru/summoner/kr/JaeYounge2-KR1
270,Bot Aurelion Sol#UwUr,/ru/summoner/lan/Bot+Aurelion+Sol-UwUr
271,DRX LazyFeel#rudnf,/ru/summoner/kr/DRX+LazyFeel-rudnf
272,約束の冬と心に秘めた好き#KR12,/ru/summoner/kr/%E7%B4%84%E6%9D%9F%E3%81%AE%E5%86%AC%E3%81%A8%E5%BF%83%E3%81%AB%E7%A7%98%E3%82%81%E3%81%9F%E5%A5%BD%E3%81%8D-KR12
273,Toasty#KR2,/ru/summoner/kr/Toasty-KR2
274,Frozti عم#LFR,/ru/summoner/me/Frozti+%D8%B9%D9%85-LFR
275,gewen#0728,/ru/summoner/kr/gewen-0728
276,yuyizhixia#yyy,/ru/summoner/kr/yuyizhixia-yyy
277,4NATTY ÁLDOZATA#HÜLYE,/ru/summoner/eune/4NATTY+%C3%81LDOZATA-H%C3%9CLYE
278,Silvestre#LoT,/ru/summoner/las/Silvestre-LoT
279,안강최#AN37,/ru/summoner/kr/%EC%95%88%EA%B0%95%EC%B5%9C-AN37
280,누룽지통닭#KR01,/ru/summoner/kr/%EB%88%84%EB%A3%BD%EC%A7%80%ED%86%B5%EB%8B%AD-KR01
281,Effort#4444,/ru/summoner/kr/Effort-4444
282,Shylie#KR1,/ru/summoner/kr/Shylie-KR1
283,Xbear7#777,/ru/summoner/kr/Xbear7-777
284,yichen2#dy一尘,/ru/summoner/kr/yichen2-dy%E4%B8%80%E5%B0%98
285,데이스타#0923,/ru/summoner/kr/%EB%8D%B0%EC%9D%B4%EC%8A%A4%ED%83%80-0923
286,wonxadc#KR2,/ru/summoner/kr/wonxadc-KR2
287,NEVERENOUGH777#DIYI,/ru/summoner/br/NEVERENOUGH777-DIYI
288,lose jug#315,/ru/summoner/kr/lose+jug-315
289,Illerminati#TR0,/ru/summoner/tr/Illerminati-TR0
290,신수민#0830,/ru/summoner/kr/%EC%8B%A0%EC%88%98%EB%AF%BC-0830
291,롤스타팀쿤쿤이#KR11,/ru/summoner/kr/%EB%A1%A4%EC%8A%A4%ED%83%80%ED%8C%80%EC%BF%A4%EC%BF%A4%EC%9D%B4-KR11
292,yeogcheongoe#6565,/ru/summoner/las/yeogcheongoe-6565
293,Wx JmEkko#PWDL,/ru/summoner/na/Wx+JmEkko-PWDL
294,ALBANIAN#iLevi,/ru/summoner/euw/ALBANIAN-iLevi
295,Achilles#2521,/ru/summoner/euw/Achilles-2521
296,what is freedom#free,/ru/summoner/kr/what+is+freedom-free
297,Nevir#pump,/ru/summoner/tr/Nevir-pump
298,prettystar#KR33,/ru/summoner/kr/prettystar-KR33
299,Chưa Tài Đâu#3001,/ru/summoner/vn/Ch%C6%B0a+T%C3%A0i+%C4%90%C3%A2u-3001
300,조관우급 늪 설치#KR1,/ru/summoner/kr/%EC%A1%B0%EA%B4%80%EC%9A%B0%EA%B8%89+%EB%8A%AA+%EC%84%A4%EC%B9%98-KR1
301,Nero The Fik#los,/ru/summoner/br/Nero+The+Fik-los
302,Bangha#TOP,/ru/summoner/jp/Bangha-TOP
303,Sylvie#77777,/ru/summoner/kr/Sylvie-77777
304,GATES OF OLYMPUS#222,/ru/summoner/eune/GATES+OF+OLYMPUS-222
305,매머드의 왕#맘모스,/ru/summoner/kr/%EB%A7%A4%EB%A8%B8%EB%93%9C%EC%9D%98+%EC%99%95-%EB%A7%98%EB%AA%A8%EC%8A%A4
306,누가 최고야#KR1,/ru/summoner/kr/%EB%88%84%EA%B0%80+%EC%B5%9C%EA%B3%A0%EC%95%BC-KR1
307,Zwickl#VAMOS,/ru/summoner/euw/Zwickl-VAMOS
308,FA MID#2004,/ru/summoner/kr/FA+MID-2004
309,wumingzhizu#KR2,/ru/summoner/kr/wumingzhizu-KR2
310,DRX 베르#KR3,/ru/summoner/kr/DRX+%EB%B2%A0%EB%A5%B4-KR3
311,the promise#LIDER,/ru/summoner/las/the+promise-LIDER
312,Worth 1t#0620,/ru/summoner/kr/Worth+1t-0620
313,bibell#vls,/ru/summoner/vn/bibell-vls
314,VirusFx#Virus,/ru/summoner/lan/VirusFx-Virus
315,ismααα#EUW,/ru/summoner/euw/ism%CE%B1%CE%B1%CE%B1-EUW
316,Agurin#EUW,/ru/summoner/euw/Agurin-EUW
317,Zest#김동민,/ru/summoner/kr/Zest-%EA%B9%80%EB%8F%99%EB%AF%BC
318,럭 스#1 등,/ru/summoner/kr/%EB%9F%AD+%EC%8A%A4-1+%EB%93%B1
319,의문의 니달리 장인#CN1,/ru/summoner/kr/%EC%9D%98%EB%AC%B8%EC%9D%98+%EB%8B%88%EB%8B%AC%EB%A6%AC+%EC%9E%A5%EC%9D%B8-CN1
320,Zamudo#2004,/ru/summoner/na/Zamudo-2004
